10 NAT2 00232+2.3.1.5 0.448149231 3.766170637
10 NAT2 00633+2.3.1.5 0.448149231 3.766170637
10 NAT2 00983+2.3.1.5 0.448149231 3.766170637
100 ADA  1.976790566 2.200121759
79258 MMEL1  0 0.694777878
79269 DCAF10  1.895236641 3.506637062
793 CALB1  0 0.208251188
7936 NELFE  3.588973888 3.644800034
79363 CPLANE2  0.132214463 0.963425172
79364 ZXDC  2.510269421 3.225077017
79365 BHLHE41  0.353511395 1.444873278
79366 HMGN5  0.614168056 2.685110826
79368 FCRL2  0 0.902722703
79369 B3GNT4  0.881090702 0.208251188
79370 BCL2L14  1.782947003 3.682394154
794 CALB2  0.132214463 1.100785961
7940 LST1  0 2.328340455
79400 NOX5  0 0.143535956
7941 PLA2G7 00565+3.1.1.47 0.448149231 1.480618363
79411 GLB1L  0.756509028 1.937649002
79411 GLB1L 00052+3.2.1.23 0.756509028 1.937649002
79411 GLB1L 00511+3.2.1.23 0.756509028 1.937649002
79411 GLB1L 00531+3.2.1.23 0.756509028 1.937649002
79411 GLB1L 00600+3.2.1.23 0.756509028 1.937649002
79411 GLB1L 00604+3.2.1.23 0.756509028 1.937649002
79412 KREMEN2  0.687869026 0
79413 ZBED2  0.132214463 0
79414 LRFN3  1.57205436 2.567957802
79415 CYBC1  2.999856987 3.249323737
7942 TFEB  1.265356278 2.217077395
79441 HAUS3  0 0.208251188
79442 LRRC2  0.132214463 0.527427501
79443 FYCO1  2.498718545 3.497333754
79444 BIRC7  0 0
79446 WDR25  1.09156854 1.266030907
79447 PAGR1  3.720514385 3.258266801
79465 ULBP3  1.656434496 0.269031705
795 S100G  0 1.580772539
79567 RIPOR1  2.780357135 2.46191161
79568 MAIP1  3.750863222 3.212729569
7957 EPM2A  1.342097258 1.948704004
7957 EPM2A 04658+3.1.3.16 1.342097258 1.948704004
7957 EPM2A 04660+3.1.3.16 1.342097258 1.948704004
79570 NKAIN1  0 0
79571 GCC1  2.293064263 2.579725571
79572 ATP13A3  3.954504011 3.571615676
79573 TTC13  3.371743209 2.64756439
79574 EPS8L3  2.566103389 5.730596897
79575 ABHD8  1.758892628 1.580772539
79576 NKAP  2.911612772 3.111487297
79577 CDC73  3.376584087 3.859862876
79581 SLC52A2  2.487032686 2.562021576
79582 SPAG16  3.247921389 2.525644605
79583 TMEM231  1.342097258 1.198525417
79585 CORO7  0.448149231 0.804145711
79586 CHPF  2.992793538 3.543008203
79587 CARS2  3.789946664 3.729800196
79587 CARS2 00970+6.1.1.16 3.789946664 3.729800196
79589 RNF128  3.860838347 4.712066369
79590 MRPL24  3.290921549 2.893449735
79591 ARMH3  2.219038051 2.991105021
79594 MUL1  1.851821849 2.513218821
79595 SAP130  3.296168853 2.813391962
79596 RNF219  3.347180939 2.631031235
79598 CEP97  1.758892628 1.832236244
796 CALCA  0 0
79600 TCTN1  2.187821843 2.266284705
79602 ADIPOR2  3.967960466 4.406178758
79603 CERS4  2.375218443 1.937649002
79607 FAM118B  3.409829543 2.935304254
79608 RIC3  0 1.407802965
79609 VCPKMT  2.070186407 1.714387903
79611 ACSS3  0.132214463 1.308628866
79611 ACSS3 00010+6.2.1.1 0.132214463 1.308628866
79611 ACSS3 00620+6.2.1.1 0.132214463 1.308628866
79611 ACSS3 00640+6.2.1.1 0.132214463 1.308628866
79611 ACSS3 00680+6.2.1.1 0.132214463 1.308628866
79611 ACSS3 00720+6.2.1.1 0.132214463 1.308628866
79612 NAA16  2.532978449 2.290009165
79613 TANGO6  2.688612366 2.305518436
79616 CCNJL  2.122304618 0.992448294
79618 HMBOX1  2.033867958 3.278828083
79621 RNASEH2B  3.352141895 2.751306992
79622 SNRNP25  3.264263893 1.98115412
79623 GALNT14  0 1.844512708
79624 ARMT1  4.587524545 3.155197947
79625 NDNF  1.656434496 2.751306992
79627 OGFRL1  1.957017105 2.305518436
79628 SH3TC2  1.342097258 0.143535956
79629 OCEL1  2.814821177 4.360911603
79630 C1orf54  0 1.844512708
79631 EFL1  2.219038051 3.168271836
79632 FAM184A  1.304462734 1.329266151
79634 SCRN3  1.851821849 2.831744662
79635 CCDC121  1.18223294 1.564761363
79637 ARMC7  2.717030236 2.494285759
79639 TMEM53  1.57205436 3.05492667
79640 C22orf46  0.938006738 1.580772539
79641 ROGDI  2.293064263 3.508949427
79642 ARSJ  0.881090702 0.769002227
79643 CHMP6  1.916257086 2.658436562
79644 SRD5A3  3.143826028 2.455309083
79645 EFCAB1  0 0.074341092
79646 PANK3 00770+2.7.1.33 3.390967686 4.603770172
79647 AKIRIN1  3.999535848 3.95591818
79648 MCPH1  2.911612772 3.447018644
79649 MAP7D3  2.052192052 2.147458478
7965 AIMP2  4.168351896 3.801264562
79650 USB1  4.185703107 3.278828083
79651 RHBDF2  2.688612366 2.328340455
79652 TMEM204  0 2.705949504
79654 HECTD3  2.475208651 4.385244706
79656 BEND5  0 1.020652778
79657 RPAP3  3.967960466 3.174745236
79658 ARHGAP10  2.941901028 2.927072322
79659 DYNC2H1  2.203551749 1.671802733
79660 PPP1R3B  2.598166158 2.625458877
79661 NEIL1  0.448149231 2.531800073
79663 HSPBAP1  2.234288181 1.714387903
79664 ICE2  2.532978449 2.987220883
79665 DHX40  3.77059587 3.168271836
79666 PLEKHF2  2.598166158 3.394037174
79668 PARP8  0 1.642370539
79669 C3orf52  3.898790854 2.893449735
79670 TUT7  2.361986271 3.485581569
79671 NLRX1  0 0.804145711
79672 FN3KRP  2.848136915 2.481461593
79673 ZNF329  1.511566348 1.768486059
79674 VEPH1  1.976790566 0
79675 FASTKD1  2.544142459 3.141950865
79676 OGFOD2  2.139090722 2.831744662
79677 SMC6  3.27501238 2.726362781
79679 VTCN1  0.132214463 0
79680 RTL10  2.087862681 1.642370539
79682 CENPU  3.540978974 1.991740968
79683 ZDHHC14  2.678957404 3.118337631
79684 MSANTD2  2.629232762 1.948704004
79685 SAP30L  2.219038051 3.04762624
79689 STEAP4  0 2.679832591
79690 GAL3ST4  0.132214463 2.636572714
79691 QTRT2  2.949331892 2.519451013
79693 YRDC  2.139090722 2.335833501
79694 MANEA  3.013835948 2.567957802
79695 GALNT12  1.656434496 3.359774405
79696 ZC2HC1C  0.534599975 0.933534465
79697 RIOX1  2.015201814 2.072627659
79698 ZMAT4  0 0
79699 ZYG11B  2.487032686 3.287512268
797 CALCB  0 0
79701 OGFOD3  2.780357135 2.46847083
79703 C11orf80  3.301388767 3.114918329
79705 LRRK1  0.820738686 1.868622547
79705 LRRK1 04150+2.7.11.1 0.820738686 1.868622547
79705 LRRK1 04151+2.7.11.1 0.820738686 1.868622547
79705 LRRK1 04714+2.7.11.1 0.820738686 1.868622547
79705 LRRK1 04926+2.7.11.1 0.820738686 1.868622547
79705 LRRK1 05165+2.7.11.1 0.820738686 1.868622547
79706 PRKRIP1  3.357078361 2.619855294
79707 NOL9  3.446518372 3.252313654
79709 COLGALT1  4.181393447 3.264184719
79710 MORC4  3.799483428 2.002216907
79711 IPO4  4.123609158 2.32079084
79712 GTDC1  1.265356278 2.043056532
79713 IGFLR1  0 2.033001922
79714 CCDC51  3.290921549 1.426509888
79716 NPEPL1  1.916257086 2.428454209
79716 NPEPL1 00480+3.4.11.1 1.916257086 2.428454209
79717 PPCS  3.34219525 4.190530348
79717 PPCS 00770+6.3.2.5 3.34219525 4.190530348
79718 TBL1XR1  3.301388767 4.407119972
79719 AAGAB  4.362607844 3.716751451
79720 VPS37B  3.242413993 3.909043412
79722 ANKRD55  0.353511395 0.326328672
79723 SUV39H2  4.102802742 1.781565372
79723 SUV39H2 00310+2.1.1.43 4.102802742 1.781565372
79724 ZNF768 00230+2.7.7.6 1.829386548 2.963593803
79724 ZNF768 00240+2.7.7.6 1.829386548 2.963593803
79725 THAP9  1.734245349 1.700393382
79726 WDR59  3.264263893 2.716208229
79727 LIN28A  1.137927892 0
79728 PALB2  2.608629297 2.625458877
79729 SH3D21  1.542267634 3.296121688
79730 NSUN7  2.780357135 2.147458478
79731 NARS2  3.285646565 2.407828926
79731 NARS2 00970+6.1.1.22 3.285646565 2.407828926
79733 E2F8  3.337184579 1.287556692
79734 KCTD17  1.782947003 1.807221716
79735 TBC1D17  3.316886988 2.947526471
79736 TEFM  2.73553652 2.579725571
79738 BBS10  1.895236641 1.991740968
79739 TTLL7  0.24897202 2.138405177
79740 ZBBX  0 0
79742 DIPK2B  0 2.225448608
79744 ZNF419  1.378366645 1.714387903
79745 CLIP4  0.756509028 2.35798154
79746 ECHDC3  3.423746072 1.892164759
79747 ADGB  0 0
79748 LMAN1L  0 0
7975 MAFK  1.851821849 2.537917883
79750 ZNF385D  0 1.642370539
79751 SLC25A22  2.375218443 2.35798154
79752 ZFAND1  3.231307364 3.540773354
79753 SNIP1  1.916257086 2.770823833
79754 ASB13  2.388277809 3.451921123
79755 ZNF750  0 0.074341092
79758 DHRS12  1.413366475 2.110742862
79759 ZNF668  1.708975197 1.880462931
7976 FZD3  2.532978449 1.444873278
79760 GEMIN7  2.941901028 1.671802733
79762 C1orf115  2.555183208 5.116153302
79763 ISOC2  3.839789654 3.773288641
79767 ELMO3  2.911612772 3.616165744
79768 KATNBL1  1.511566348 1.768486059
79770 TXNDC15  3.965283622 4.054317947
79772 MCTP1  0.614168056 2.726362781
79774 GRTP1  2.618984091 3.656825246
79776 ZFHX4  0.132214463 0.694777878
79777 ACBD4  2.219038051 3.711106585
79778 MICALL2  1.042955075 3.628538115
7978 MTERF1  2.688612366 2.780441247
79780 CCDC82  2.64942028 2.500636692
79781 IQCA1  0 0.269031705
79782 LRRC31  0 1.515129711
79783 SUGCT  2.33498478 2.191534898
79784 MYH14  1.683049873 5.291509339
79785 RERGL  0 1.714387903
79786 KLHL36  2.678957404 2.987220883
79788 ZNF665  0.534599975 0.992448294
79789 CLMN  0.991857044 2.893449735
7979 SEM1  5.375269249 4.494448205
79791 FBXO31  3.027622188 3.748150758
79792 GSDMD  2.33498478 3.964742315
79794 C12orf49  3.290921549 2.854221791
79796 ALG9  3.737488428 3.190747743
79797 ZNF408  1.265356278 1.531948785
79798 ARMC5  1.265356278 1.657194914
79799 UGT2A3  1.042955075 6.219704795
7980 TFPI2  0 0.870931311
79800 CARF  1.265356278 2.35798154
79801 SHCBP1  2.498718545 0.61459938
79802 HHIPL2  0 0
79803 HPS6  1.957017105 2.191534898
79805 VASH2  0.687869026 0.61459938
79807 GSTCD  2.388277809 2.062867456
79809 TTC21B  2.618984091 2.46191161
79810 PTCD2  2.348576658 1.548489651
79811 SLTM  3.845848911 4.111553879
79812 MMRN2  0 2.700780404
79813 EHMT1  2.463243134 2.836280687
79813 EHMT1 00310+2.1.1.43 2.463243134 2.836280687
79814 AGMAT 00330+3.5.3.11 3.827559871 3.551897986
79815 NIPAL2  0.24897202 2.393838546
79816 TLE6  0.132214463 0.208251188
79817 MOB3B  1.137927892 3.767954894
79818 ZNF552  3.100225646 2.474987306
79819 WDR78  0.534599975 0.838095947
7982 ST7  3.357078361 3.209618738
79822 ARHGAP28  4.076770358 1.844512708
79823 CAMKMT  2.856295265 2.506947545
79823 CAMKMT 00310+2.1.1.60 2.856295265 2.506947545
79825 EFCC1  0 1.580772539
79827 CLMP  2.726326188 2.756222028
79828 METTL8  2.566103389 2.174136756
79829 NAA40  2.73553652 2.690361348
79830 ZMYM1  2.33498478 2.225448608
79831 KDM8  1.511566348 3.272996443
79832 QSER1  2.911612772 2.642083654
79833 GEMIN6  3.592871397 2.700780404
79834 PEAK1  1.895236641 3.128525939
79836 LONRF3  0 0.694777878
79837 PIP4K2C  3.780318073 3.399205709
79838 TMC5  0.756509028 5.423098367
79839 CCDC102B  0.132214463 1.580772539
7984 ARHGEF5  0 0
79840 NHEJ1  2.780357135 2.818011811
79841 AGBL2  0.991857044 1.580772539
79842 ZBTB3  0.991857044 1.642370539
79843 FAM124B  0 0.571963007
79844 ZDHHC11  0 0.208251188
79845 RNF122  1.57205436 3.014098266
79846 CFAP69  0.820738686 1.287556692
79847 MFSD13A  2.64942028 1.892164759
79848 CSPP1  3.08094168 2.658436562
79849 PDZD3  1.511566348 3.792605865
79850 FAM57A  2.052192052 2.66382864
79852 EPHX3  0 0.143535956
79853 TM4SF20  0.132214463 6.184541944
79856 SNX22  0 0.269031705
79858 NEK11  1.378366645 1.12613091
79861 TUBAL3  0 3.614088718
79862 ZNF669  2.426462782 1.970453991
79863 RBFA  2.698175001 2.685110826
79864 JHY  0 0
79865 TREML2  0 0.074341092
79866 BORA  3.46878362 2.012584238
79867 TCTN2  2.122304618 1.580772539
79868 ALG13  3.612134286 3.910590304
79868 ALG13 00510+2.4.1.141 3.612134286 3.910590304
79868 ALG13 00513+2.4.1.141 3.612134286 3.910590304
79868 ALG13 00550+2.4.1.227 3.612134286 3.910590304
79869 CPSF7  3.682125235 3.473689626
79870 BAALC  0 1.531948785
79871 RPAP2 04658+3.1.3.16 2.598166158 3.12174528
79871 RPAP2 04660+3.1.3.16 2.598166158 3.12174528
79872 CBLL1  3.191432962 3.218922351
79873 NUDT18  1.304462734 2.174136756
79874 RABEP2  1.447182629 2.002216907
79875 THSD4  0 0.902722703
79876 UBA5  3.645899165 3.49029903
79877 DCAKD 00770+2.7.1.24 2.438873818 2.58555793
79879 CCDC134  3.087411076 2.082293519
7988 ZNF212  1.873764832 2.297793867
79882 ZC3H14  3.409829543 3.626486654
79883 PODNL1  0.132214463 0.571963007
79884 MAP9  0 1.462905526
79885 HDAC11  0.687869026 1.686200232
79886 CAAP1  2.155599698 3.454363379
79887 PLBD1  3.884363691 4.070255434
79888 LPCAT1  2.896117533 2.328340455
79890 RIN3  2.219038051 2.741403847
79891 ZNF671  0 1.388739411
79892 MCMBP  4.272163438 3.584548069
79893 GGNBP2  3.789946664 4.213627191
79894 ZNF672  2.608629297 3.301820396
79895 ATP8B4  0 1.671802733
79896 THNSL1 00400+2.7.1.71 2.052192052 0.963425172
79897 RPP21  3.959908341 3.401779994
79898 ZNF613  0.132214463 1.266030907
79899 PRR5L  0 1.970453991
799 CALCR  0 0
79901 CYBRD1  1.09156854 6.349024337
79902 NUP85  3.366878782 2.804087739
79903 NAA60  4.738159771 4.671011958
79905 TMC7  0.881090702 1.426509888
79906 MORN1  1.447182629 1.880462931
79908 BTNL8  1.851821849 5.437302393
7991 TUSC3  0 2.765980216
79912 PYROXD1  1.629091327 2.761113025
79913 ACTR5  2.717030236 1.657194914
79915 ATAD5  2.888278935 1.266030907
79918 SETD6  2.848136915 1.642370539
79919 MAB21L4  2.321205614 1.480618363
79921 TCEAL4  4.125894484 4.199833198
79922 MRM1  1.447182629 1.12613091
79923 NANOG  0 0
79924 ADM2  1.758892628 1.856640286
79925 SPEF2  0.820738686 1.349486137
79927 FAM110D  0.132214463 1.329266151
79929 MAP6D1  0.24897202 0.208251188
7993 UBXN8  2.659363242 1.991740968
79930 DOK3  0.132214463 0.732578551
79931 TNIP3  0 0.208251188
79932 KIAA0319L  2.79773762 3.753590899
79933 SYNPO2L  0.132214463 0.074341092
79934 COQ8B  1.734245349 2.147458478
79935 CNTD2  0.687869026 0.074341092
79939 SLC35E1  2.278690931 3.272996443
7994 KAT6A  2.985679842 3.922880044
79943 ZNF696  0.991857044 1.12613091
79944 L2HGDH  2.532978449 1.856640286
79946 C10orf95  0.132214463 0.655491988
79947 DHDDS  2.789085137 2.922930804
79948 PLPPR3  1.042955075 0.143535956
79948 PLPPR3 00561+3.1.3.4 1.042955075 0.143535956
79948 PLPPR3 00564+3.1.3.4 1.042955075 0.143535956
79948 PLPPR3 00565+3.1.3.4 1.042955075 0.143535956
79948 PLPPR3 00600+3.1.3.4 1.042955075 0.143535956
79949 PLEKHS1  0.24897202 3.845119573
79953 SYNDIG1  0 0.732578551
79954 NOL10  3.366878782 2.765980216
79955 PDZD7  0.24897202 2.731401649
79956 ERMP1  2.762669218 2.591356469
79957 PAQR6  0 1.048083542
79958 DENND1C  1.542267634 2.297793867
79959 CEP76  3.619736733 2.082293519
79960 JADE1  2.566103389 2.818011811
79961 DENND2D  2.015201814 3.187567663
79962 DNAJC22  1.042955075 0.208251188
79966 SCD5  0.991857044 2.225448608
79968 WDR76  3.352141895 2.012584238
79969 ATAT1  2.307233928 2.619855294
79971 WLS  3.047951606 3.601535141
79973 ZNF442  0.820738686 0.963425172
79974 CPED1  0.24897202 3.338090854
79977 GRHL2  3.881453111 2.619855294
79979 TRMT2B  2.293064263 2.494285759
79980 DSN1  3.913012831 2.082293519
79981 FRMD1  0 0.61459938
79982 DNAJB14  2.521688396 3.145279124
79983 POF1B  3.285646565 4.483177625
79987 SVEP1  0 2.25014982
79989 TTC26  2.122304618 0.804145711
79990 PLEKHH3  1.976790566 1.686200232
79991 STN1  2.532978449 2.602853643
79993 ELOVL7  2.587592383 3.434656255
79993 ELOVL7 00062+2.3.1.199 2.587592383 3.434656255
79998 ANKRD53  0 0.571963007
800 CALD1  5.232729485 6.121518193
8000 PSCA  0 2.002216907
80000 GREB1L  3.710189918 0.838095947
80003 PCNX2  2.698175001 2.305518436
80004 ESRP2  3.400443085 2.35798154
80005 DOCK5  2.555183208 3.963277023
80006 TRAPPC13  2.155599698 2.525644605
80007 C10orf88  2.087862681 1.498022909
80008 TMEM156  0.132214463 1.407802965
8001 GLRA3  0 0
80010 RMI1  1.873764832 1.970453991
80011 FAM192A  4.221604167 3.684334178
80012 PHC3  2.555183208 3.711106585
80013 MINDY3  3.395716609 3.141950865
80014 WWC2  3.532750997 1.807221716
80017 DGLUCY  2.880378407 3.686270446
80017 DGLUCY 00471+4.2.1.48 2.880378407 3.686270446
80018 NAA25  3.32200014 2.642083654
80019 UBTD1  1.996180607 0.804145711
80020 FOXRED2  4.047576495 1.819807194
80021 TMEM62  2.576905607 3.083606818
80022 MYO15B  1.09156854 5.957691717
80023 NRSN2  2.823254745 2.101349391
80024 SLC8B1  1.782947003 3.17796629
80025 PANK2  3.327087281 3.058556995
80025 PANK2 00770+2.7.1.33 3.327087281 3.058556995
80028 FBXL18  2.521688396 2.297793867
80031 SEMA6D  0 4.729255329
80032 ZNF556  0.938006738 0
80034 CSRNP3  0.687869026 1.880462931
80036 TRPM3  0 0.527427501
80045 GPR157  1.137927892 1.407802965
80055 PGAP1  0.938006738 2.435235841
80059 LRRTM4  0 0.143535956
80063 ATF7IP2  2.79773762 2.290009165
80067 DCAF17  2.122304618 2.110742862
80070 ADAMTS20  0 0
80071 CCDC15  1.829386548 1.048083542
80095 ZNF606  0.687869026 1.832236244
80097 MZT2B  4.344427987 3.603638378
801 CALM1  2.510269421 3.540773354
80108 ZFP2  0 1.048083542
80110 ZNF614  2.033867958 2.165322842
80114 BICC1  3.970630164 1.349486137
80115 BAIAP2L2  2.451132707 5.125828756
80117 ARL14  0.614168056 3.933511047
80119 PIF1  1.806436331 0.480815757
80122 MAP3K19  0 0
80124 VCPIP1  1.60097944 3.069369559
80125 CCDC33  0 0.074341092
80127 BBOF1  1.09156854 1.349486137
80128 TRIM46  0 0.269031705
80129 CCDC170  1.042955075 0.61459938
8013 NR4A3  1.413366475 2.85865722
80131 LRRC8E  1.224658046 0.269031705
80133 MROH9  0 0
80135 RPF1  2.992793538 3.595198757
80139 ZNF703  4.079165142 3.792605865
80142 PTGES2  3.280343608 3.275916514
80142 PTGES2 00590+5.3.99.3 3.280343608 3.275916514
80143 SIKE1  3.125372424 3.447018644
80144 FRAS1  1.976790566 0.804145711
80145 THOC7  4.012403571 3.701627081
80146 UXS1  3.967960466 2.625458877
80146 UXS1 00520+4.1.1.35 3.967960466 2.625458877
80148 PQLC1  1.976790566 2.653015251
80149 ZC3H12A  2.015201814 3.062174189
80150 ASRGL1  2.780357135 1.266030907
80150 ASRGL1 00250+3.5.1.1 2.780357135 1.266030907
80150 ASRGL1 00460+3.5.1.1 2.780357135 1.266030907
80152 CENPT  3.727338615 3.010302585
80153 EDC3  2.911612772 2.602853643
80155 NAA15  3.671394539 2.910402332
80157 CWH43  0 0
80162 PGGHG  2.388277809 2.775644102
80164 PRR36  0.820738686 0.326328672
80167 ABHD18  2.717030236 3.515854615
80168 MOGAT2  0 5.039190694
80169 CTC1  1.60097944 2.653015251
80173 IFT74  0.820738686 2.282163385
80174 DBF4B  2.278690931 0.838095947
80176 SPSB1  2.498718545 4.644655298
80177 MYCT1  0 2.519451013
80178 TEDC2  2.639377462 0.804145711
80179 MYO19  3.423746072 3.108044451
80183 RUBCNL  1.851821849 0.769002227
80184 CEP290  1.916257086 2.043056532
80185 TTI2  2.203551749 2.225448608
8019 BRD3  3.137712586 2.943468974
80194 TMEM134  2.872414964 3.006492443
80195 TMEM254  3.074430159 3.3489914
80196 RNF34  3.316886988 3.231194035
80198 MUS81  2.451132707 3.090650149
80199 FUZ  0 1.244031549
80201 HKDC1 00010+2.7.1.1 2.475208651 4.687494379
80201 HKDC1 00051+2.7.1.1 2.475208651 4.687494379
80201 HKDC1 00052+2.7.1.1 2.475208651 4.687494379
80201 HKDC1 00500+2.7.1.1 2.475208651 4.687494379
80201 HKDC1 00520+2.7.1.1 2.475208651 4.687494379
80201 HKDC1 00521+2.7.1.1 2.475208651 4.687494379
80201 HKDC1 00524+2.7.1.1 2.475208651 4.687494379
80204 FBXO11  1.936844754 2.567957802
80205 CHD9  2.698175001 3.69013177
80206 FHOD3  0 1.329266151
80207 OPA3  2.985679842 2.927072322
80208 SPG11  2.598166158 3.650830716
80209 PROSER1  3.845848911 3.13526093
8021 NUP214  3.290921549 3.404347668
80210 ARMC9  1.447182629 2.043056532
80212 CCDC92  1.447182629 3.151902592
80213 TM2D3  2.934414533 3.168271836
80216 ALPK1  1.629091327 2.959601107
80217 CFAP43  0.614168056 0.527427501
80218 NAA50  4.601808982 3.538533499
80219 COQ10B  3.667791898 3.65483106
8022 LHX3  0.448149231 0
80221 ACSF2  3.167912771 3.670674302
80222 TARS2  2.789085137 2.455309083
80222 TARS2 00970+6.1.1.3 2.789085137 2.455309083
80223 RAB11FIP1  3.760778218 5.316448692
80224 NUBPL  2.293064263 2.110742862
80227 PAAF1  3.013835948 1.844512708
80228 ORAI2  1.304462734 1.531948785
80230 RUFY1  2.388277809 3.072947922
80231 CXorf21  0 0.870931311
80232 WDR26  3.034444685 3.668707569
80233 FAAP100  2.618984091 2.448662672
80235 PIGZ  1.342097258 1.426509888
80237 ELL3  0 2.705949504
80243 PREX2  0 2.266284705
80254 CEP63  2.293064263 2.741403847
80255 SLC35F5  4.831434486 4.646878414
80256 FAM214B  1.224658046 2.455309083
80258 EFHC2  0 0.769002227
80262 C16orf70  2.771552284 2.091866845
80263 TRIM45  0.353511395 0.933534465
80264 ZNF430  2.033867958 2.428454209
80267 EDEM3  2.122304618 3.406908766
80267 EDEM3 00510+3.2.1.113 2.122304618 3.406908766
80267 EDEM3 00513+3.2.1.113 2.122304618 3.406908766
8027 STAM  4.383996194 3.240299971
80270 HSD3B7  0.820738686 2.794696134
80271 ITPKC  2.348576658 2.804087739
80273 GRPEL1  3.991734979 3.565086216
80274 SCUBE1  0 2.567957802
80279 CDK5RAP3  3.455484047 3.168271836
8028 MLLT10  3.074430159 3.155197947
8029 CUBN  1.656434496 3.682394154
80298 MTERF2  1.851821849 2.519451013
8030 CCDC6  4.399742499 4.068936969
80301 PLEKHO2  1.18223294 2.756222028
80303 EFHD1  1.18223294 2.191534898
80304 WDCP  2.264107988 1.781565372
80305 TRABD  2.762669218 3.34355598
80306 MED28  3.970630164 3.370442376
80308 FLAD1  2.64942028 2.700780404
80308 FLAD1 00740+2.7.7.2 2.64942028 2.700780404
80309 SPHKAP  0 0
8031 NCOA4  5.139460463 5.802807632
80310 PDGFD  0 1.548489651
80312 TET1  2.321205614 1.074781905
80313 LRRC27  1.224658046 1.781565372
80314 EPC1  3.423746072 3.650830716
80315 CPEB4  3.067875959 4.377522344
80316 PPP1R2C  0 0
80317 ZKSCAN3  1.304462734 1.657194914
80318 GKAP1  0.353511395 2.110742862
80319 CXXC4  1.09156854 2.120048916
80320 SP6  2.911612772 1.856640286
80321 CEP70  2.669208313 3.029138535
80323 CCDC68  2.278690931 4.07551198
80324 PUS1  2.678957404 2.46191161
80325 ABTB1  0.881090702 2.705949504
80326 WNT10A  0.756509028 1.100785961
80328 ULBP2  1.57205436 0
80329 ULBP1  1.18223294 0.074341092
80331 DNAJC5  4.274133592 3.999280224
80332 ADAM33  0.132214463 2.614220134
80333 KCNIP4  0 0.933534465
80335 WDR82  4.148465011 4.286269757
80336 PABPC1L  2.498718545 1.266030907
80339 PNPLA3  1.304462734 0.769002227
80339 PNPLA3 00561+3.1.1.3 1.304462734 0.769002227
8034 SLC25A16  3.464370053 3.272996443
80341 BPIFB2  0 0
80342 TRAF3IP3  0 2.033001922
80343 SEL1L2  0 0
80344 DCAF11  2.707647058 3.859862876
80345 ZSCAN16  1.873764832 2.241983689
80346 REEP4  3.978596757 2.897714903
80347 COASY  4.035156273 4.383319699
80347 COASY 00770+2.7.1.24 4.035156273 4.383319699
80349 WDR61  3.805791115 3.155197947
80351 TNKS2  3.545067714 3.380997742
80352 RNF39  0.448149231 0.208251188
8036 SHOC2  2.087862681 3.010302585
8038 ADAM12  0.132214463 0.431924683
